v20defThreshold;v22defThreshold;v25defThreshold;Tot;OK;KO;PercentOK;Wilson95Lower;NoAUTot;NoAUOK;NoAUKO;NoAUPercentOK;NoAUWilson95Lower;Months;WorstMonthPercentOK;MonthsBelow70;Rank
75.0;64.0;83.0;88;68;20;77.27;67.4855;72;57;15;79.17;68.4305;2;66.67;1;11958
75.0;64.0;84.0;82;62;20;75.61;65.3071;67;52;15;77.61;66.2928;2;66.67;1;15198
75.0;64.0;85.0;80;61;19;76.25;65.859;66;51;15;77.27;65.8303;2;70.0;0;14502
75.0;64.0;86.0;76;58;18;76.32;65.6384;64;49;15;76.56;64.8665;2;70.59;0;14728
75.0;64.0;87.0;71;54;17;76.06;64.9586;61;47;14;77.05;65.0864;2;64.29;1;15351
75.0;64.0;88.0;63;49;14;77.78;66.0875;57;44;13;77.19;64.7937;2;72.73;0;14331
75.0;64.0;89.0;59;45;14;76.27;64.0249;53;40;13;75.47;62.4332;2;72.73;0;15650
75.0;64.0;90.0;51;38;13;74.51;61.1315;46;34;12;73.91;59.7406;2;72.73;0;17079
75.0;65.0;60.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10497
75.0;65.0;61.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10498
75.0;65.0;62.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10499
75.0;65.0;63.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10500
75.0;65.0;64.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10501
75.0;65.0;65.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10502
75.0;65.0;66.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10503
75.0;65.0;67.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10504
75.0;65.0;68.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10505
75.0;65.0;69.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10506
75.0;65.0;70.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10507
75.0;65.0;71.0;137;105;32;76.64;68.8902;106;84;22;79.25;70.5695;2;67.65;1;9988
75.0;65.0;72.0;134;102;32;76.12;68.2367;103;81;22;78.64;69.7716;2;67.65;1;10822
75.0;65.0;73.0;133;102;31;76.69;68.8189;102;81;21;79.41;70.5673;2;67.65;1;10128
75.0;65.0;74.0;127;98;29;77.17;69.131;98;78;20;79.59;70.5688;2;66.67;1;9659
75.0;65.0;75.0;124;96;28;77.42;69.3008;95;76;19;80.0;70.8625;2;66.67;1;9412
75.0;65.0;76.0;123;95;28;77.24;69.0671;94;75;19;79.79;70.5747;2;66.67;1;9753
75.0;65.0;77.0;118;92;26;77.97;69.6721;90;73;17;81.11;71.8162;2;65.62;1;8725
75.0;65.0;78.0;114;88;26;77.19;68.679;89;72;17;80.9;71.5225;2;63.33;1;10275
75.0;65.0;79.0;109;84;25;77.06;68.3311;87;70;17;80.46;70.9166;2;65.52;1;10754
75.0;65.0;80.0;105;82;23;78.1;69.2702;84;68;16;80.95;71.2761;2;67.86;1;9443
75.0;65.0;81.0;100;78;22;78.0;68.9295;81;65;16;80.25;70.2954;2;69.23;1;9921
75.0;65.0;82.0;97;76;21;78.35;69.1597;80;64;16;80.0;69.9536;2;70.83;0;9614
75.0;65.0;83.0;88;68;20;77.27;67.4855;72;57;15;79.17;68.4305;2;66.67;1;11959
75.0;65.0;84.0;82;62;20;75.61;65.3071;67;52;15;77.61;66.2928;2;66.67;1;15199
75.0;65.0;85.0;80;61;19;76.25;65.859;66;51;15;77.27;65.8303;2;70.0;0;14503
75.0;65.0;86.0;76;58;18;76.32;65.6384;64;49;15;76.56;64.8665;2;70.59;0;14729
75.0;65.0;87.0;71;54;17;76.06;64.9586;61;47;14;77.05;65.0864;2;64.29;1;15352
75.0;65.0;88.0;63;49;14;77.78;66.0875;57;44;13;77.19;64.7937;2;72.73;0;14332
75.0;65.0;89.0;59;45;14;76.27;64.0249;53;40;13;75.47;62.4332;2;72.73;0;15651
75.0;65.0;90.0;51;38;13;74.51;61.1315;46;34;12;73.91;59.7406;2;72.73;0;17080
75.0;66.0;60.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10508
75.0;66.0;61.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10509
75.0;66.0;62.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10510
75.0;66.0;63.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10511
75.0;66.0;64.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10512
75.0;66.0;65.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10513
75.0;66.0;66.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10514
75.0;66.0;67.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10515
75.0;66.0;68.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10516
75.0;66.0;69.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10517
75.0;66.0;70.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10518
75.0;66.0;71.0;137;105;32;76.64;68.8902;106;84;22;79.25;70.5695;2;67.65;1;9989
75.0;66.0;72.0;134;102;32;76.12;68.2367;103;81;22;78.64;69.7716;2;67.65;1;10823
75.0;66.0;73.0;133;102;31;76.69;68.8189;102;81;21;79.41;70.5673;2;67.65;1;10129
75.0;66.0;74.0;127;98;29;77.17;69.131;98;78;20;79.59;70.5688;2;66.67;1;9660
75.0;66.0;75.0;124;96;28;77.42;69.3008;95;76;19;80.0;70.8625;2;66.67;1;9413
75.0;66.0;76.0;123;95;28;77.24;69.0671;94;75;19;79.79;70.5747;2;66.67;1;9754
75.0;66.0;77.0;118;92;26;77.97;69.6721;90;73;17;81.11;71.8162;2;65.62;1;8726
75.0;66.0;78.0;114;88;26;77.19;68.679;89;72;17;80.9;71.5225;2;63.33;1;10276
75.0;66.0;79.0;109;84;25;77.06;68.3311;87;70;17;80.46;70.9166;2;65.52;1;10755
75.0;66.0;80.0;105;82;23;78.1;69.2702;84;68;16;80.95;71.2761;2;67.86;1;9444
75.0;66.0;81.0;100;78;22;78.0;68.9295;81;65;16;80.25;70.2954;2;69.23;1;9922
75.0;66.0;82.0;97;76;21;78.35;69.1597;80;64;16;80.0;69.9536;2;70.83;0;9615
75.0;66.0;83.0;88;68;20;77.27;67.4855;72;57;15;79.17;68.4305;2;66.67;1;11960
75.0;66.0;84.0;82;62;20;75.61;65.3071;67;52;15;77.61;66.2928;2;66.67;1;15200
75.0;66.0;85.0;80;61;19;76.25;65.859;66;51;15;77.27;65.8303;2;70.0;0;14504
75.0;66.0;86.0;76;58;18;76.32;65.6384;64;49;15;76.56;64.8665;2;70.59;0;14730
75.0;66.0;87.0;71;54;17;76.06;64.9586;61;47;14;77.05;65.0864;2;64.29;1;15353
75.0;66.0;88.0;63;49;14;77.78;66.0875;57;44;13;77.19;64.7937;2;72.73;0;14333
75.0;66.0;89.0;59;45;14;76.27;64.0249;53;40;13;75.47;62.4332;2;72.73;0;15652
75.0;66.0;90.0;51;38;13;74.51;61.1315;46;34;12;73.91;59.7406;2;72.73;0;17081
75.0;67.0;60.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10519
75.0;67.0;61.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10520
75.0;67.0;62.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10521
75.0;67.0;63.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10522
75.0;67.0;64.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10523
75.0;67.0;65.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10524
75.0;67.0;66.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10525
75.0;67.0;67.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10526
75.0;67.0;68.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10527
75.0;67.0;69.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10528
75.0;67.0;70.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10529
75.0;67.0;71.0;137;105;32;76.64;68.8902;106;84;22;79.25;70.5695;2;67.65;1;9990
75.0;67.0;72.0;134;102;32;76.12;68.2367;103;81;22;78.64;69.7716;2;67.65;1;10824
75.0;67.0;73.0;133;102;31;76.69;68.8189;102;81;21;79.41;70.5673;2;67.65;1;10130
75.0;67.0;74.0;127;98;29;77.17;69.131;98;78;20;79.59;70.5688;2;66.67;1;9661
75.0;67.0;75.0;124;96;28;77.42;69.3008;95;76;19;80.0;70.8625;2;66.67;1;9414
75.0;67.0;76.0;123;95;28;77.24;69.0671;94;75;19;79.79;70.5747;2;66.67;1;9755
75.0;67.0;77.0;118;92;26;77.97;69.6721;90;73;17;81.11;71.8162;2;65.62;1;8727
75.0;67.0;78.0;114;88;26;77.19;68.679;89;72;17;80.9;71.5225;2;63.33;1;10277
75.0;67.0;79.0;109;84;25;77.06;68.3311;87;70;17;80.46;70.9166;2;65.52;1;10756
75.0;67.0;80.0;105;82;23;78.1;69.2702;84;68;16;80.95;71.2761;2;67.86;1;9445
75.0;67.0;81.0;100;78;22;78.0;68.9295;81;65;16;80.25;70.2954;2;69.23;1;9923
75.0;67.0;82.0;97;76;21;78.35;69.1597;80;64;16;80.0;69.9536;2;70.83;0;9616
75.0;67.0;83.0;88;68;20;77.27;67.4855;72;57;15;79.17;68.4305;2;66.67;1;11961
75.0;67.0;84.0;82;62;20;75.61;65.3071;67;52;15;77.61;66.2928;2;66.67;1;15201
75.0;67.0;85.0;80;61;19;76.25;65.859;66;51;15;77.27;65.8303;2;70.0;0;14505
75.0;67.0;86.0;76;58;18;76.32;65.6384;64;49;15;76.56;64.8665;2;70.59;0;14731
75.0;67.0;87.0;71;54;17;76.06;64.9586;61;47;14;77.05;65.0864;2;64.29;1;15354
75.0;67.0;88.0;63;49;14;77.78;66.0875;57;44;13;77.19;64.7937;2;72.73;0;14334
75.0;67.0;89.0;59;45;14;76.27;64.0249;53;40;13;75.47;62.4332;2;72.73;0;15653
75.0;67.0;90.0;51;38;13;74.51;61.1315;46;34;12;73.91;59.7406;2;72.73;0;17082
75.0;68.0;60.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10530
75.0;68.0;61.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10531
75.0;68.0;62.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10532
75.0;68.0;63.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10533
75.0;68.0;64.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10534
75.0;68.0;65.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10535
75.0;68.0;66.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10536
75.0;68.0;67.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10537
75.0;68.0;68.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10538
75.0;68.0;69.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10539
75.0;68.0;70.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10540
75.0;68.0;71.0;137;105;32;76.64;68.8902;106;84;22;79.25;70.5695;2;67.65;1;9991
75.0;68.0;72.0;134;102;32;76.12;68.2367;103;81;22;78.64;69.7716;2;67.65;1;10825
75.0;68.0;73.0;133;102;31;76.69;68.8189;102;81;21;79.41;70.5673;2;67.65;1;10131
75.0;68.0;74.0;127;98;29;77.17;69.131;98;78;20;79.59;70.5688;2;66.67;1;9662
75.0;68.0;75.0;124;96;28;77.42;69.3008;95;76;19;80.0;70.8625;2;66.67;1;9415
75.0;68.0;76.0;123;95;28;77.24;69.0671;94;75;19;79.79;70.5747;2;66.67;1;9756
75.0;68.0;77.0;118;92;26;77.97;69.6721;90;73;17;81.11;71.8162;2;65.62;1;8728
75.0;68.0;78.0;114;88;26;77.19;68.679;89;72;17;80.9;71.5225;2;63.33;1;10278
75.0;68.0;79.0;109;84;25;77.06;68.3311;87;70;17;80.46;70.9166;2;65.52;1;10757
75.0;68.0;80.0;105;82;23;78.1;69.2702;84;68;16;80.95;71.2761;2;67.86;1;9446
75.0;68.0;81.0;100;78;22;78.0;68.9295;81;65;16;80.25;70.2954;2;69.23;1;9924
75.0;68.0;82.0;97;76;21;78.35;69.1597;80;64;16;80.0;69.9536;2;70.83;0;9617
75.0;68.0;83.0;88;68;20;77.27;67.4855;72;57;15;79.17;68.4305;2;66.67;1;11962
75.0;68.0;84.0;82;62;20;75.61;65.3071;67;52;15;77.61;66.2928;2;66.67;1;15202
75.0;68.0;85.0;80;61;19;76.25;65.859;66;51;15;77.27;65.8303;2;70.0;0;14506
75.0;68.0;86.0;76;58;18;76.32;65.6384;64;49;15;76.56;64.8665;2;70.59;0;14732
75.0;68.0;87.0;71;54;17;76.06;64.9586;61;47;14;77.05;65.0864;2;64.29;1;15355
75.0;68.0;88.0;63;49;14;77.78;66.0875;57;44;13;77.19;64.7937;2;72.73;0;14335
75.0;68.0;89.0;59;45;14;76.27;64.0249;53;40;13;75.47;62.4332;2;72.73;0;15654
75.0;68.0;90.0;51;38;13;74.51;61.1315;46;34;12;73.91;59.7406;2;72.73;0;17083
75.0;69.0;60.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10541
75.0;69.0;61.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10542
75.0;69.0;62.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10543
75.0;69.0;63.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10544
75.0;69.0;64.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10545
75.0;69.0;65.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10546
75.0;69.0;66.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10547
75.0;69.0;67.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10548
75.0;69.0;68.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10549
75.0;69.0;69.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10550
75.0;69.0;70.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10551
75.0;69.0;71.0;137;105;32;76.64;68.8902;106;84;22;79.25;70.5695;2;67.65;1;9992
75.0;69.0;72.0;134;102;32;76.12;68.2367;103;81;22;78.64;69.7716;2;67.65;1;10826
75.0;69.0;73.0;133;102;31;76.69;68.8189;102;81;21;79.41;70.5673;2;67.65;1;10132
75.0;69.0;74.0;127;98;29;77.17;69.131;98;78;20;79.59;70.5688;2;66.67;1;9663
75.0;69.0;75.0;124;96;28;77.42;69.3008;95;76;19;80.0;70.8625;2;66.67;1;9416
75.0;69.0;76.0;123;95;28;77.24;69.0671;94;75;19;79.79;70.5747;2;66.67;1;9757
75.0;69.0;77.0;118;92;26;77.97;69.6721;90;73;17;81.11;71.8162;2;65.62;1;8729
75.0;69.0;78.0;114;88;26;77.19;68.679;89;72;17;80.9;71.5225;2;63.33;1;10279
75.0;69.0;79.0;109;84;25;77.06;68.3311;87;70;17;80.46;70.9166;2;65.52;1;10758
75.0;69.0;80.0;105;82;23;78.1;69.2702;84;68;16;80.95;71.2761;2;67.86;1;9447
75.0;69.0;81.0;100;78;22;78.0;68.9295;81;65;16;80.25;70.2954;2;69.23;1;9925
75.0;69.0;82.0;97;76;21;78.35;69.1597;80;64;16;80.0;69.9536;2;70.83;0;9618
75.0;69.0;83.0;88;68;20;77.27;67.4855;72;57;15;79.17;68.4305;2;66.67;1;11963
75.0;69.0;84.0;82;62;20;75.61;65.3071;67;52;15;77.61;66.2928;2;66.67;1;15203
75.0;69.0;85.0;80;61;19;76.25;65.859;66;51;15;77.27;65.8303;2;70.0;0;14507
75.0;69.0;86.0;76;58;18;76.32;65.6384;64;49;15;76.56;64.8665;2;70.59;0;14733
75.0;69.0;87.0;71;54;17;76.06;64.9586;61;47;14;77.05;65.0864;2;64.29;1;15356
75.0;69.0;88.0;63;49;14;77.78;66.0875;57;44;13;77.19;64.7937;2;72.73;0;14336
75.0;69.0;89.0;59;45;14;76.27;64.0249;53;40;13;75.47;62.4332;2;72.73;0;15655
75.0;69.0;90.0;51;38;13;74.51;61.1315;46;34;12;73.91;59.7406;2;72.73;0;17084
75.0;70.0;60.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10552
75.0;70.0;61.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10553
75.0;70.0;62.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10554
75.0;70.0;63.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10555
75.0;70.0;64.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10556
75.0;70.0;65.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10557
75.0;70.0;66.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10558
75.0;70.0;67.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10559
75.0;70.0;68.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10560
75.0;70.0;69.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10561
75.0;70.0;70.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10562
75.0;70.0;71.0;137;105;32;76.64;68.8902;106;84;22;79.25;70.5695;2;67.65;1;9993
75.0;70.0;72.0;134;102;32;76.12;68.2367;103;81;22;78.64;69.7716;2;67.65;1;10827
75.0;70.0;73.0;133;102;31;76.69;68.8189;102;81;21;79.41;70.5673;2;67.65;1;10133
75.0;70.0;74.0;127;98;29;77.17;69.131;98;78;20;79.59;70.5688;2;66.67;1;9664
75.0;70.0;75.0;124;96;28;77.42;69.3008;95;76;19;80.0;70.8625;2;66.67;1;9417
75.0;70.0;76.0;123;95;28;77.24;69.0671;94;75;19;79.79;70.5747;2;66.67;1;9758
75.0;70.0;77.0;118;92;26;77.97;69.6721;90;73;17;81.11;71.8162;2;65.62;1;8730
75.0;70.0;78.0;114;88;26;77.19;68.679;89;72;17;80.9;71.5225;2;63.33;1;10280
75.0;70.0;79.0;109;84;25;77.06;68.3311;87;70;17;80.46;70.9166;2;65.52;1;10759
75.0;70.0;80.0;105;82;23;78.1;69.2702;84;68;16;80.95;71.2761;2;67.86;1;9448
75.0;70.0;81.0;100;78;22;78.0;68.9295;81;65;16;80.25;70.2954;2;69.23;1;9926
75.0;70.0;82.0;97;76;21;78.35;69.1597;80;64;16;80.0;69.9536;2;70.83;0;9619
75.0;70.0;83.0;88;68;20;77.27;67.4855;72;57;15;79.17;68.4305;2;66.67;1;11964
75.0;70.0;84.0;82;62;20;75.61;65.3071;67;52;15;77.61;66.2928;2;66.67;1;15204
75.0;70.0;85.0;80;61;19;76.25;65.859;66;51;15;77.27;65.8303;2;70.0;0;14508
75.0;70.0;86.0;76;58;18;76.32;65.6384;64;49;15;76.56;64.8665;2;70.59;0;14734
75.0;70.0;87.0;71;54;17;76.06;64.9586;61;47;14;77.05;65.0864;2;64.29;1;15357
75.0;70.0;88.0;63;49;14;77.78;66.0875;57;44;13;77.19;64.7937;2;72.73;0;14337
75.0;70.0;89.0;59;45;14;76.27;64.0249;53;40;13;75.47;62.4332;2;72.73;0;15656
75.0;70.0;90.0;51;38;13;74.51;61.1315;46;34;12;73.91;59.7406;2;72.73;0;17085
75.0;71.0;60.0;137;105;32;76.64;68.8902;106;84;22;79.25;70.5695;2;67.65;1;9994
75.0;71.0;61.0;137;105;32;76.64;68.8902;106;84;22;79.25;70.5695;2;67.65;1;9995
75.0;71.0;62.0;137;105;32;76.64;68.8902;106;84;22;79.25;70.5695;2;67.65;1;9996
75.0;71.0;63.0;137;105;32;76.64;68.8902;106;84;22;79.25;70.5695;2;67.65;1;9997
75.0;71.0;64.0;137;105;32;76.64;68.8902;106;84;22;79.25;70.5695;2;67.65;1;9998
75.0;71.0;65.0;137;105;32;76.64;68.8902;106;84;22;79.25;70.5695;2;67.65;1;9999
75.0;71.0;66.0;137;105;32;76.64;68.8902;106;84;22;79.25;70.5695;2;67.65;1;10000
75.0;71.0;67.0;137;105;32;76.64;68.8902;106;84;22;79.25;70.5695;2;67.65;1;10001
75.0;71.0;68.0;137;105;32;76.64;68.8902;106;84;22;79.25;70.5695;2;67.65;1;10002
75.0;71.0;69.0;137;105;32;76.64;68.8902;106;84;22;79.25;70.5695;2;67.65;1;10003
75.0;71.0;70.0;137;105;32;76.64;68.8902;106;84;22;79.25;70.5695;2;67.65;1;10004
75.0;71.0;71.0;137;105;32;76.64;68.8902;106;84;22;79.25;70.5695;2;67.65;1;10005
75.0;71.0;72.0;134;102;32;76.12;68.2367;103;81;22;78.64;69.7716;2;67.65;1;10828
75.0;71.0;73.0;133;102;31;76.69;68.8189;102;81;21;79.41;70.5673;2;67.65;1;10134
75.0;71.0;74.0;127;98;29;77.17;69.131;98;78;20;79.59;70.5688;2;66.67;1;9665
75.0;71.0;75.0;124;96;28;77.42;69.3008;95;76;19;80.0;70.8625;2;66.67;1;9418
75.0;71.0;76.0;123;95;28;77.24;69.0671;94;75;19;79.79;70.5747;2;66.67;1;9759
75.0;71.0;77.0;118;92;26;77.97;69.6721;90;73;17;81.11;71.8162;2;65.62;1;8731
75.0;71.0;78.0;114;88;26;77.19;68.679;89;72;17;80.9;71.5225;2;63.33;1;10281
75.0;71.0;79.0;109;84;25;77.06;68.3311;87;70;17;80.46;70.9166;2;65.52;1;10760
75.0;71.0;80.0;105;82;23;78.1;69.2702;84;68;16;80.95;71.2761;2;67.86;1;9449
75.0;71.0;81.0;100;78;22;78.0;68.9295;81;65;16;80.25;70.2954;2;69.23;1;9927
75.0;71.0;82.0;97;76;21;78.35;69.1597;80;64;16;80.0;69.9536;2;70.83;0;9620
75.0;71.0;83.0;88;68;20;77.27;67.4855;72;57;15;79.17;68.4305;2;66.67;1;11965
75.0;71.0;84.0;82;62;20;75.61;65.3071;67;52;15;77.61;66.2928;2;66.67;1;15205
75.0;71.0;85.0;80;61;19;76.25;65.859;66;51;15;77.27;65.8303;2;70.0;0;14509
75.0;71.0;86.0;76;58;18;76.32;65.6384;64;49;15;76.56;64.8665;2;70.59;0;14735
75.0;71.0;87.0;71;54;17;76.06;64.9586;61;47;14;77.05;65.0864;2;64.29;1;15358
75.0;71.0;88.0;63;49;14;77.78;66.0875;57;44;13;77.19;64.7937;2;72.73;0;14338
75.0;71.0;89.0;59;45;14;76.27;64.0249;53;40;13;75.47;62.4332;2;72.73;0;15657
75.0;71.0;90.0;51;38;13;74.51;61.1315;46;34;12;73.91;59.7406;2;72.73;0;17086
75.0;72.0;60.0;134;102;32;76.12;68.2367;103;81;22;78.64;69.7716;2;67.65;1;10829
75.0;72.0;61.0;134;102;32;76.12;68.2367;103;81;22;78.64;69.7716;2;67.65;1;10830
75.0;72.0;62.0;134;102;32;76.12;68.2367;103;81;22;78.64;69.7716;2;67.65;1;10831
75.0;72.0;63.0;134;102;32;76.12;68.2367;103;81;22;78.64;69.7716;2;67.65;1;10832
75.0;72.0;64.0;134;102;32;76.12;68.2367;103;81;22;78.64;69.7716;2;67.65;1;10833
75.0;72.0;65.0;134;102;32;76.12;68.2367;103;81;22;78.64;69.7716;2;67.65;1;10834
75.0;72.0;66.0;134;102;32;76.12;68.2367;103;81;22;78.64;69.7716;2;67.65;1;10835
75.0;72.0;67.0;134;102;32;76.12;68.2367;103;81;22;78.64;69.7716;2;67.65;1;10836
75.0;72.0;68.0;134;102;32;76.12;68.2367;103;81;22;78.64;69.7716;2;67.65;1;10837
75.0;72.0;69.0;134;102;32;76.12;68.2367;103;81;22;78.64;69.7716;2;67.65;1;10838
75.0;72.0;70.0;134;102;32;76.12;68.2367;103;81;22;78.64;69.7716;2;67.65;1;10839
75.0;72.0;71.0;134;102;32;76.12;68.2367;103;81;22;78.64;69.7716;2;67.65;1;10840
75.0;72.0;72.0;134;102;32;76.12;68.2367;103;81;22;78.64;69.7716;2;67.65;1;10841
75.0;72.0;73.0;133;102;31;76.69;68.8189;102;81;21;79.41;70.5673;2;67.65;1;10135
75.0;72.0;74.0;127;98;29;77.17;69.131;98;78;20;79.59;70.5688;2;66.67;1;9666
75.0;72.0;75.0;124;96;28;77.42;69.3008;95;76;19;80.0;70.8625;2;66.67;1;9419
75.0;72.0;76.0;123;95;28;77.24;69.0671;94;75;19;79.79;70.5747;2;66.67;1;9760
75.0;72.0;77.0;118;92;26;77.97;69.6721;90;73;17;81.11;71.8162;2;65.62;1;8732
75.0;72.0;78.0;114;88;26;77.19;68.679;89;72;17;80.9;71.5225;2;63.33;1;10282
75.0;72.0;79.0;109;84;25;77.06;68.3311;87;70;17;80.46;70.9166;2;65.52;1;10761
75.0;72.0;80.0;105;82;23;78.1;69.2702;84;68;16;80.95;71.2761;2;67.86;1;9450
75.0;72.0;81.0;100;78;22;78.0;68.9295;81;65;16;80.25;70.2954;2;69.23;1;9928
75.0;72.0;82.0;97;76;21;78.35;69.1597;80;64;16;80.0;69.9536;2;70.83;0;9621
75.0;72.0;83.0;88;68;20;77.27;67.4855;72;57;15;79.17;68.4305;2;66.67;1;11966
75.0;72.0;84.0;82;62;20;75.61;65.3071;67;52;15;77.61;66.2928;2;66.67;1;15206
75.0;72.0;85.0;80;61;19;76.25;65.859;66;51;15;77.27;65.8303;2;70.0;0;14510
75.0;72.0;86.0;76;58;18;76.32;65.6384;64;49;15;76.56;64.8665;2;70.59;0;14736
75.0;72.0;87.0;71;54;17;76.06;64.9586;61;47;14;77.05;65.0864;2;64.29;1;15359
75.0;72.0;88.0;63;49;14;77.78;66.0875;57;44;13;77.19;64.7937;2;72.73;0;14339
75.0;72.0;89.0;59;45;14;76.27;64.0249;53;40;13;75.47;62.4332;2;72.73;0;15658
75.0;72.0;90.0;51;38;13;74.51;61.1315;46;34;12;73.91;59.7406;2;72.73;0;17087
75.0;73.0;60.0;133;102;31;76.69;68.8189;102;81;21;79.41;70.5673;2;67.65;1;10136
75.0;73.0;61.0;133;102;31;76.69;68.8189;102;81;21;79.41;70.5673;2;67.65;1;10137
75.0;73.0;62.0;133;102;31;76.69;68.8189;102;81;21;79.41;70.5673;2;67.65;1;10138
75.0;73.0;63.0;133;102;31;76.69;68.8189;102;81;21;79.41;70.5673;2;67.65;1;10139
75.0;73.0;64.0;133;102;31;76.69;68.8189;102;81;21;79.41;70.5673;2;67.65;1;10140
75.0;73.0;65.0;133;102;31;76.69;68.8189;102;81;21;79.41;70.5673;2;67.65;1;10141
